,City,Country,Date,Lat,Lng,Cloudiness %,Humidity %,Max temp (F),Wind speed (mph)
357,Nemuro,JP,1659222942,43.3236,145.575,32,88,68.76,10.49
358,Kahului,US,1659222831,20.8947,-156.47,0,40,93.22,18.41
359,Luchingu,TZ,1659222942,-10.9,39.3333,41,97,60.44,4.14
360,Wahiawā,US,1659222943,21.5028,-158.0236,40,58,84.52,12.66
361,Sept-Îles,CA,1659222904,50.2001,-66.3821,75,60,73.92,14.97
362,Muros,ES,1659222943,42.7762,-9.0603,0,66,71.1,12.17
363,Oranjemund,NA,1659222943,-28.55,16.4333,7,86,51.87,13.51
364,Mīzan Teferī,ET,1659222944,6.9833,35.5833,100,99,61.14,0.83
365,Xiaoweizhai,CN,1659222944,26.1903,107.5125,84,96,69.4,0.31
366,Dunedin,NZ,1659222944,-45.8742,170.5036,100,70,45.81,10.0
367,Jinchang,CN,1659222945,38.4953,102.1739,100,42,75.67,2.21
368,Asău,RO,1659222945,46.4333,26.4,50,90,67.28,5.28
369,Masterton,NZ,1659222855,-40.9597,175.6575,100,97,46.89,9.48
370,Guéret,FR,1659222946,46.1667,1.8667,65,60,63.7,2.48
371,Umluj,SA,1659222946,25.0213,37.2685,80,49,87.21,8.63
372,Hay River,CA,1659222947,60.8156,-115.7999,16,42,67.98,5.75
373,Vostok,RU,1659222947,46.4856,135.8833,100,93,69.8,2.51
374,Kholodnyy,RU,1659222947,62.7167,147.95,100,77,59.36,8.21
375,Fayaoué,NC,1659222948,-20.65,166.5333,100,82,71.92,32.86
376,Saint George,US,1659222948,37.1041,-113.5841,0,31,96.8,11.5
377,Kotel'nich,RU,1659222949,58.3089,48.348,100,93,61.0,1.63
378,Sal Rei,CV,1659222949,16.1833,-22.9167,100,75,77.25,9.73
379,Yar-Sale,RU,1659222949,66.8333,70.8333,8,70,46.54,10.63
380,Polunochnoye,RU,1659222950,60.8697,60.4153,100,71,61.3,4.94
381,Aleksinac,RS,1659222950,43.5417,21.7078,75,95,65.95,4.63
382,Rassvet,RU,1659222951,46.8333,40.75,56,73,73.11,3.36
383,Shalinskoye,RU,1659222951,55.7228,93.7594,100,92,60.49,5.17
384,Vardø,NO,1659222951,70.3705,31.1107,100,100,49.98,13.8
385,Santiago del Estero,AR,1659222952,-27.7951,-64.2615,5,29,67.03,8.63
386,Batagay,RU,1659222952,67.6333,134.6333,100,64,70.12,1.83
387,Kiunga,PG,1659222953,-6.1219,141.2906,97,97,75.47,3.96
388,Plettenberg Bay,ZA,1659222953,-34.0527,23.3716,43,80,52.23,12.35
389,Yabrūd,SY,1659222954,33.9674,36.6574,0,35,72.79,2.95
390,Pangnirtung,CA,1659222954,66.1451,-65.7125,100,77,57.2,16.11
391,Torbay,CA,1659222955,47.6666,-52.7314,100,91,67.39,13.8
392,Ellisras,ZA,1659222955,-23.6649,27.7443,3,38,55.49,3.22
393,Bathsheba,BB,1659222956,13.2167,-59.5167,20,92,83.01,18.41
394,Vermilion,US,1659222956,40.1667,-87.7506,0,59,81.61,0.0
395,Puerto Escondido,MX,1659222956,15.85,-97.0667,75,58,86.83,8.05
396,Sungai Raya,ID,1659222957,0.7,108.9,100,89,76.3,5.66
397,Zhigalovo,RU,1659222957,54.8097,105.1578,100,99,59.99,4.18
398,Montanha,BR,1659222958,-18.1269,-40.3633,6,89,69.12,13.69
399,Krasnyy Chikoy,RU,1659222958,50.3643,108.7512,29,76,58.08,3.44
400,Avera,US,1659222958,33.194,-82.5271,94,50,80.11,5.86
401,Varhaug,NO,1659222959,58.6147,5.6457,100,87,60.69,12.68
402,Kichera,RU,1659222959,55.9375,110.0997,99,95,56.01,2.73
403,Vágur,FO,1659222960,61.4732,-6.8119,12,88,49.96,20.67
404,The Valley,AI,1659222946,18.217,-63.0578,40,79,84.34,14.97
405,Jaguarari,BR,1659222960,-10.2639,-40.1958,51,49,74.3,4.45
406,Guiyang,CN,1659222960,26.5833,106.7167,75,94,70.29,4.47
407,Kwang Binh,VN,1659222961,17.4833,106.6,98,81,80.56,6.53
408,Sechura,PE,1659222961,-5.5569,-80.8222,11,70,68.65,17.45
409,Meulaboh,ID,1659222962,4.1363,96.1285,79,91,75.7,3.6
410,Erenhot,CN,1659222962,43.6475,111.9767,52,48,73.49,5.84
411,Bubaque,GW,1659222963,11.2833,-15.8333,92,77,79.3,15.57
412,Mīnāb,IR,1659222963,27.1467,57.0801,100,74,88.12,2.3
413,Melilla,ES,1659222964,35.2937,-2.9383,100,89,80.98,4.61
414,Beloha,MG,1659222964,-25.1667,45.05,79,76,66.51,3.71
415,Bobrov,RU,1659222964,51.0961,40.0333,89,64,63.72,8.05
416,City of San Pedro,PH,1659222965,14.35,121.0167,75,91,79.83,2.3
417,Udomlya,RU,1659222965,57.8794,34.9925,7,93,49.87,3.65
418,Lorengau,PG,1659222966,-2.0226,147.2712,84,68,83.41,7.72
419,Contamana,PE,1659222967,-7.3333,-75.0167,61,61,81.79,2.89
420,Makakilo City,US,1659222967,21.3469,-158.0858,75,56,86.32,16.11
421,Trabzon Province,TR,1659222870,40.9167,39.8333,75,69,71.69,4.61
422,Hamilton,US,1659222565,39.1834,-84.5333,0,51,83.8,4.61
423,Pevek,RU,1659222968,69.7008,170.3133,9,69,45.72,12.93
424,Kouroussa,GN,1659222968,10.65,-9.8833,88,95,71.13,2.89
425,Tommot,RU,1659222969,58.9564,126.2925,30,62,71.98,3.22
426,Nanortalik,GL,1659222969,60.1432,-45.2371,56,90,44.65,7.4
427,Manakara,MG,1659222970,-22.1333,48.0167,11,94,64.18,5.39
428,Lüderitz,NA,1659222970,-26.6481,15.1594,66,63,53.83,20.74
429,Mildura,AU,1659222971,-34.2,142.15,100,57,53.08,19.17
430,Dingle,PH,1659222971,10.9995,122.6711,100,88,77.54,4.52
431,Strezhevoy,RU,1659222972,60.7333,77.5889,100,93,62.19,8.16
432,Almora,IN,1659222972,29.6167,79.6667,98,95,64.51,0.56
433,Guangming,CN,1659222972,45.3333,122.7833,39,87,75.69,9.86
434,Sri Aman,MY,1659222973,1.2376,111.4621,99,100,73.45,2.3
435,Emilio Carranza,MX,1659222974,19.9711,-96.6114,86,72,82.36,9.51
436,North Bend,US,1659222974,43.4065,-124.2243,40,88,79.25,12.66
437,Synya,RU,1659222975,65.3718,58.0387,46,83,52.34,3.44
438,Whitehorse,CA,1659222975,60.7161,-135.0538,40,39,72.37,12.66
439,Yulara,AU,1659222842,-25.2406,130.9889,100,34,58.71,9.69
440,La Ronge,CA,1659222976,55.1001,-105.2842,100,59,64.65,8.05
441,Pindiga,NG,1659222976,9.9833,10.9333,100,93,69.37,4.68
442,Sibolga,ID,1659222978,1.7427,98.7792,94,83,76.21,2.68
443,Palmas,BR,1659222706,-10.2128,-48.3603,0,54,80.47,3.44
444,Bawku,GH,1659222982,11.0616,-0.2417,100,72,79.99,4.07
445,Ponta do Sol,PT,1659222982,32.6667,-17.1,8,82,74.01,6.62
446,Perivoli,GR,1659222983,39.4206,20.0147,0,71,82.65,6.17
447,Lygourio,GR,1659222983,37.6167,23.0333,0,55,76.19,3.69
448,Atikokan,CA,1659222984,48.7555,-91.6216,0,34,81.84,6.31
449,Sharlyk,RU,1659222984,52.9167,54.75,80,74,64.63,2.51
450,Igurusi,TZ,1659222985,-8.85,33.85,80,70,65.26,0.67
451,Havelock,US,1659222985,34.8791,-76.9013,40,93,84.15,7.45
452,Turaif,SA,1659222986,31.6725,38.6637,0,34,82.65,13.8
453,Puerto Baquerizo Moreno,EC,1659222754,-0.9,-89.6,66,82,70.25,10.2
454,Athlone,IE,1659222986,53.4333,-7.95,100,98,61.14,3.15
455,Progreso,MX,1659222987,21.2833,-89.6667,95,79,76.1,11.1
456,Gurupá,BR,1659222987,-1.405,-51.64,69,96,73.85,5.57
457,Joinville,BR,1659222988,-26.3044,-48.8456,0,94,53.51,2.3
458,Koutsouras,GR,1659222988,35.0339,25.9469,0,33,84.11,9.22
459,Canoinhas,BR,1659222858,-26.1772,-50.39,19,73,48.18,2.1
460,Waggaman,US,1659222989,29.9185,-90.2109,75,69,88.0,4.61
461,Atambua,ID,1659222989,-9.1061,124.8925,50,84,72.73,4.14
462,Vieux-Habitants,GP,1659222990,16.0589,-61.7659,12,84,80.17,14.05
463,Hirara,JP,1659222990,24.8,125.2833,75,84,84.47,12.66
464,Pierre,US,1659222706,44.3683,-100.351,0,28,99.52,16.11
465,Waddān,LY,1659222991,29.1614,16.139,0,52,81.45,14.72
466,Ovsyanka,RU,1659222991,55.9575,92.5519,100,95,67.23,4.07
467,Waipawa,NZ,1659222992,-41.4122,175.5153,100,86,41.77,18.66
468,Petrolina,BR,1659222697,-9.3986,-40.5008,0,47,78.85,5.75
469,Moengo,SR,1659222992,5.6167,-54.4,45,95,74.05,2.82
470,Malbork,PL,1659222993,54.0359,19.0266,100,73,66.11,5.57
471,Lake Wales,US,1659222993,27.9014,-81.5859,0,54,91.42,11.5
472,Iquique,CL,1659222815,-20.2208,-70.1431,24,79,59.04,3.2
473,Taseyevo,RU,1659222994,57.2169,94.8978,51,99,62.65,6.8
474,Manaus,BR,1659222994,-3.1019,-60.025,40,65,82.89,4.61
475,Tautira,PF,1659222995,-17.7333,-149.15,20,74,77.45,23.71
476,Wilmington,US,1659222827,34.2257,-77.9447,100,84,84.94,0.0
477,Amahai,ID,1659222995,-3.3333,128.9167,95,89,77.79,3.42
478,Waingapu,ID,1659222996,-9.6567,120.2641,23,81,74.44,8.3
479,Nome,US,1659222996,64.5011,-165.4064,0,58,65.16,11.5
480,Troitsk,RU,1659222997,54.0979,61.5773,52,89,58.98,6.91
481,Vilyuysk,RU,1659222997,63.7553,121.6247,23,79,68.65,5.82
482,Realeza,BR,1659222997,-25.7689,-53.5325,8,68,51.4,3.2
483,Katsuura,JP,1659222998,35.1333,140.3,87,79,83.55,13.11
484,Lieksa,FI,1659222998,63.3167,30.0167,100,93,51.33,7.07
485,Jega,NG,1659222999,12.2175,4.3792,97,84,73.53,21.41
486,Kitakata,JP,1659222999,37.65,139.8667,1,67,83.8,1.81
487,Kuusamo,FI,1659223000,65.9667,29.1833,100,100,51.84,4.61
488,Tucupita,VE,1659223000,9.0622,-62.051,100,95,75.65,4.63
489,Djibouti,DJ,1659223000,11.5,42.5,5,60,80.82,10.33
490,San,ML,1659223001,13.3034,-4.8956,76,67,79.11,4.59
491,Alofi,NU,1659223001,-19.0595,-169.9187,4,83,78.69,17.27
492,Fortuna,US,1659223002,40.5982,-124.1573,20,73,72.93,12.66
493,Boueni,YT,1659223002,-12.9025,45.0761,2,75,73.38,6.96
494,Yambio,SS,1659223002,4.5721,28.3955,100,95,66.31,3.87
495,Tongliao,CN,1659223003,43.6125,122.2653,0,81,75.69,12.59
496,Wukari,NG,1659223003,7.85,9.7833,100,93,71.73,6.85
497,Itu,BR,1659222707,-23.2642,-47.2992,0,62,59.92,8.7
498,La Providencia,MX,1659223004,28.7167,-111.5833,18,52,96.21,12.03
499,Ushibukamachi,JP,1659223004,32.1906,130.0228,85,79,82.2,16.78
500,Gomel,BY,1659222823,52.4345,30.9754,99,73,61.83,6.73
501,Oktyabr'skiy,RU,1659223005,54.4815,53.471,9,85,58.86,2.13
502,Hirado,JP,1659223005,33.3597,129.5531,91,76,85.39,18.14
503,National City,US,1659222939,32.6781,-117.0992,40,62,90.57,10.36
504,Vigrestad,NO,1659223005,58.5667,5.7,100,87,61.97,11.86
505,Ahipara,NZ,1659223006,-35.1667,173.1667,62,58,55.62,20.33
506,Wau,SS,1659223006,7.7029,27.9953,100,93,69.87,5.19
507,Zhezkazgan,KZ,1659223007,47.8043,67.7144,14,78,64.18,8.63
508,Misratah,LY,1659223007,32.3754,15.0925,0,66,81.43,3.02
509,Nishihara,JP,1659222767,26.1842,127.7558,75,92,81.68,9.22
510,Menongue,AO,1659223008,-14.6585,17.691,1,28,53.46,0.74
511,Paciran,ID,1659223008,-6.8767,112.3761,60,87,74.26,6.8
512,Aku,NG,1659223009,6.7081,7.3167,100,97,70.41,3.56
513,Olafsvik,IS,1659223009,64.8945,-23.7142,3,72,49.01,9.82
514,Faya,SA,1659223009,18.3851,42.4509,53,53,69.91,4.7
515,Tías,ES,1659223010,28.9611,-13.645,20,78,71.28,17.27
516,Martinsville,US,1659222928,36.6915,-79.8725,40,66,85.26,3.44
517,Kapoeta,SS,1659223010,4.7717,33.5903,73,93,68.74,3.74
518,Bilibino,RU,1659223010,68.0546,166.4372,99,50,58.03,9.6
519,Ubari,LY,1659223011,26.5921,12.7805,0,18,84.56,7.23
520,Birao,CF,1659223011,10.2849,22.7882,22,94,71.46,4.83
521,Port Hedland,AU,1659223011,-20.3167,118.5667,30,59,62.65,8.05
522,Arlit,NE,1659223012,18.7369,7.3853,59,9,95.41,9.01
523,West Point,US,1659223012,33.6076,-88.6503,75,94,78.87,9.22
524,Kenora,CA,1659222803,49.8167,-94.4337,7,45,82.78,13.0
525,Andenes,NO,1659222948,69.3143,16.1194,0,82,51.93,2.3
526,Caravelas,BR,1659223013,-17.7125,-39.2481,3,92,72.7,4.63
527,Kununurra,AU,1659223013,-15.7667,128.7333,16,63,60.78,3.44
528,Hue,VN,1659223014,16.4667,107.6,40,83,80.71,2.3
529,Saint-Pierre,RE,1659223014,-21.3393,55.4781,0,72,71.19,6.91
530,Konya Province,TR,1659223014,38.1667,32.5,0,25,69.28,7.54
531,Lodja,CD,1659223015,-3.4833,23.4333,72,59,75.78,2.42
532,Kaeo,NZ,1659223015,-35.1,173.7833,39,80,59.32,12.71
533,Lugovoy,KZ,1659223015,42.9472,72.7644,15,51,65.88,2.42
534,Bowen,AU,1659223016,-20.0167,148.2333,99,77,69.01,18.66
535,Lagoa,PT,1659223016,39.05,-27.9833,0,68,73.31,2.8
536,Murray Bridge,AU,1659223016,-35.1167,139.2667,100,46,55.13,11.27
537,Khunti,IN,1659223017,23.0833,85.2833,100,82,77.11,5.68
538,Manjacaze,MZ,1659223017,-24.7117,33.8828,0,87,58.62,6.13
539,Udachny,RU,1659223018,66.4167,112.4,100,88,64.45,4.43
540,Lhokseumawe,ID,1659223018,5.1801,97.1507,100,89,77.43,4.92
541,Alto Araguaia,BR,1659223018,-17.3147,-53.2153,25,39,71.6,4.05
542,Ust-Maya,RU,1659223019,60.4167,134.5333,99,62,71.11,7.27
543,Port Augusta,AU,1659223019,-32.5,137.7667,100,34,58.14,14.52
544,Dongsheng,CN,1659223020,39.8161,109.9776,14,76,66.88,9.98
545,Murchison,NZ,1659223020,-41.8,172.3333,98,87,43.11,1.7
546,Ilinskaya,RU,1659223020,45.7219,40.7211,1,64,73.51,8.75
547,Camacha,PT,1659223021,33.0833,-16.3333,40,83,67.42,13.8
548,Pangkalanbuun,ID,1659223021,-2.6833,111.6167,100,99,73.33,2.98
549,Nosy Varika,MG,1659223021,-20.5833,48.5333,17,92,64.71,3.74
550,Toamasina,MG,1659223022,-18.1667,49.3833,25,91,65.93,5.14
551,Villa del Rosario,CO,1659223023,7.8339,-72.4742,91,64,81.1,2.77
552,Olavarría,AR,1659223023,-36.8927,-60.3225,100,62,57.02,6.29
553,Nicoya,CR,1659223023,10.1483,-85.452,99,86,78.75,5.75
554,Labuhan,ID,1659223024,-6.8844,112.2051,62,85,74.34,7.92
555,Takoradze,GH,1659223024,4.8845,-1.7554,62,84,74.12,10.56
556,Natal,BR,1659223025,-5.795,-35.2094,75,89,79.02,6.91
557,Skibbereen,IE,1659223025,51.55,-9.2667,100,98,62.11,15.35
558,Xam Nua,LA,1659223026,20.4197,104.0439,99,97,66.38,2.35
559,Polovinnoye,RU,1659223026,54.7914,65.9864,13,93,58.95,6.55
560,Cherskiy,RU,1659223026,68.75,161.3,100,44,61.83,19.1
561,Rio Grande,BR,1659223027,-32.035,-52.0986,0,72,47.95,4.45
562,Kuytun,RU,1659223027,54.3419,101.5036,100,96,59.86,10.65
563,Shelburne,CA,1659223028,44.0787,-80.2041,4,48,73.76,7.76
564,Elko,US,1659223028,41.0002,-115.5012,1,9,95.05,8.01
565,Malanje,AO,1659223029,-9.5402,16.341,0,66,63.99,4.76
566,Hualmay,PE,1659223029,-11.0964,-77.6139,21,82,63.23,10.18
567,Copiapó,CL,1659223029,-27.3667,-70.3333,13,72,51.49,4.7
568,Makkah al Mukarramah,SA,1659223030,21.4267,39.8261,97,25,89.62,3.94
569,Monroe,US,1659222746,43.1501,-77.6831,20,57,77.2,11.5
570,Maniitsoq,GL,1659223030,65.4167,-52.9,99,90,44.19,10.42
571,Moyobamba,PE,1659223031,-6.05,-76.9667,31,78,71.69,1.5
572,Mnogovershinnyy,RU,1659223031,53.9353,139.9242,100,96,53.76,3.62
573,Sur,OM,1659222999,22.5667,59.5289,46,69,84.58,6.49
574,Hambantota,LK,1659223032,6.1241,81.1185,100,86,78.75,14.47
575,Cham,CH,1659223033,47.1821,8.4636,33,82,66.25,4.61
576,Knysna,ZA,1659222904,-34.0363,23.0471,45,83,51.8,10.29
